Brand,Brand_Short,Brand_Subtitle,Line,Title,Description,Subtitle_1,#Subtitle_1_Visible,Subtitle_2,#Subtitle_2_Visible,@Image,Oils
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Mind/Body Release,"Be Prepared to Sleep. Listening to our Bodies ailments reveals the Spiritual, Emotional and Mental distress we are hiding from. Listening and Paying Attention to our bodies allows the voice to be soft and easy. When ignored, the body feels it needs to YELL to grab our attention causing pain, discomfort, and exhaustion.",,,,,,"rosemary, ginger, bergamot, and eucalyptus"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Mirror,Healing the Shadow Self through seeing it. Shine your Bright Light of Spirit on all those you encounter. Be the Beauty that raises the Energy of All. Release the Seed hidden within your Original Wound. It Heals All.,,,,,,"ginger, palmarosa, rosewood, copaiba balsam, sage dalmation, hyssop, and ho wood"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Physical Body,"Physical stress and pain is an effective way to keep others at bay. ""Don't Touch Me!"" This practice attempts to close the doors on our original trauma memories. Similar to a young child covering their eyes to hide, thinking they cant be seen if they cant see. Release the Protective Inflammation and walk one more step toward the freedom of the Next Adventure.",,,,,,"litsea cubeba, black pepper, pine, and marjoram"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Psychic Protection,"It is very easy to pick up on others Emotions and Physical Symptoms. It is a good practice to build Energetic Boundaries that serve us when we are distracted. Visualize an upside down Quick Silver Egg around you. The Quick Silver Energy moves and shifts to keep your Energy Clear. As you build your Practice, you can change the Colour. Purple for Intuition, Pink for Love, Black for Creativity, Brown for Grounding, Green for Growth and Change.   ",,,,,,"rose, green oak moss, ho wood, cedar, cypress, and ylang-ylang"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Sexual Healing,"Sexual intercourse is a Gift of Universal Love between consenting adults. Embrace a return to the freedom, beauty & ecstacy of physical union. Single-Dual-Multiple Sexual Energy Feeds us, Moves us and brings to life all that is True and Mutable. Sexual Energy Heals on all levels and is Mirrored to the World.",,,,,,"clary sage, patchouli, ylang-ylang and a touch of anniseed"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Shaman,"The unprotected, uncommitted, distracted body picks up energetic hooks all day, every day. It is the individual's responsibility to keep themselves clear of these hooks. To live an unfettered life. Visualize the hooks losing their barbs and release. See them honorably planted into the Earth. Give thanks for the lessons learned. Send them Universal Love on their Journeys. Breathe their connection into the Earth as They embrace their own Connection.",,,,,,"sage, green oak moss, lemon, fennel, rosemary, tea tree, spruce, and cedar"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Sol-Warrior,"You were born for this. Two Monsters Meeting at the Top of the Mountain The LIGHT and the DARK for generations we have built to this point. Remembering and Awakening to this Time  Humanity's Evolution Candle Burning at Both Ends. Opposite energies burning toward each other over Millennia. The Value of each being equal, it is the disconnect we Heal. Divergent Paths cross. The Balance is in the Middle Time. Some go Left. Some go Right. The Core Builds the New Generation. Grandmas Lead the Way",,,,,,"frankincense, myrhh, palo santo, and lemon with jasmine master essence"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Soul Strings - The Key,"When two or more embrace as: The Other, The One, our Soul Strings open and The Key Turns. A Soul String Connection can occur with a plant, tree, pet, acquaintance, family member, or Lover. Soul Strings run the length of the Body, most times they are white, other times different colours. Each Body has a different configuration, like finger prints. When two Beings line up and sync their strings together there is an experience of an escape from the Physical and the generous melding of the souls. The Key Turns. We are Open, Free, One.",,,,,,"jamarosa, five fold orange, hyssop, frankincense, aniseed, and myrrh"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Spirit/Soul Retrieval,"A practice healing trauma. Return to source. Forgive self. Ensure that your Physical Vessel is a safe Haven for your Spirit/Soul. Do the work. Let your self medication, when triggered, be choosing a New Focus/Direction.",,,,,,"frankincense, myrhh, and ylang-ylang"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Surrender,"A Season for Everything. You are exactly where you need to be, doing exactly what you need to do, otherwise, you'd be Somewhere Else doing Something Else. Surrender and Shift Happens. The concept of Spiritual Surrender equals releasing our learning around how Struggle has Value.�""If I am Struggling my Life has Value."" �Releasing Struggle looks like Rolling back and lowering the shoulders from the ears. Release attachment to Drama, let go of connection to life being HARD. It gets simpler and easier.",,,,,,"balsam, five fold orange, lavender, rosewood, and tangerine"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,The Lovers,"We find human evolution in the care and communication within our Lover relationships. Spirit is lifted as we love ourselves easily and completely. The Love we show ourselves is equal to the Love we show the Other. Coming together as one raises our vibration, heals and restructures the DNA, moving us toward our True expression in this world.",,,,,,"green oak moss, honey, and rose"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Master Cleanse,Traveler - Shaman 3.0,"Release Control. Trust the Process. A Mad Skill we are Remembering is Astral Travel. The ability to transmute daily Life Energy into Interdimensional/Time/Space Travel. As the World's Energy Shifts, this Skill returns. As more Practice, the easier it is for All. The Hundredth Monkey System. We remove barriers of Belief and Attachment to Structure.",,,,,,"wormwood, vetiver, valerian, jasmine, rosewood, lavender, and eucalyptus"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Bad Kitty,,The bath your mother,TRUE,warned you about,TRUE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Bad Kitty.ai,"palmarosa, neroli, and wintergreen"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Bliss,,Napping in the sun,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Bliss.ai,"rose geranium, ylang-ylang, and peppermint"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Detox,,Be prepared to sleep,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Detox.ai,"rosemary, bergamot, ginger, and eucalyptus"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Dragon's Blood,,Focus and direction,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Dragon's Blood.ai,dragon's blood
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Dreamtime,,Find messages in your dreams,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Dreamtime.ai,"wormwood, vetiver, valerian, rosewood, lavender, and eucalyptus"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Earth,,Relief of pain and snoring,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Earth.ai,"litsea cubeba, black pepper, pine, and marjoram"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Freedom,,Be prepared to sleep,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Freedom.ai,"bergamot, eucalyptus, rosemary and ginger"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Intuition,,Improves with practice,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Intuition.ai,"wormwood, vetiver, valerian, rosewood, lavender and eucalyptus"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Keep Calm,,And Transmute,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Keep Calm.ai,"black pepper, pine, and marjoram"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Lavender,,"Calming, soothing, and relaxing",TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Lavender.ai,"lavender, clary sage, and ylang-ylang"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Lime,,Be prepared to clean the tub!,TRUE,Lime removes dead skin,TRUE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Lime.ai,lime
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Master Zing,,Be prepared to dance,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Master Zing.ai,"five fold orange, five fold lemon, mandarin, clove, and patchouli"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Melissa,,Valium in the bath,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Melissa.ai,melissa
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Mint,,Refreshing,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Mint.ai,"peppermint, sweet birch, wintergreen and spearmint"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Nag Champa,,"Love, light, and peace",TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Nag Champa.ai,nag champa
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Namaste,,We greet the best in each other,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Namaste.ai,"peru balsam, five fold orange, mandarin, lavender, and rosewood"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Patience,,Everything that is meant to be will be,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Patience.ai,"balsam, five fold orange, lavender, rosewood, and tangerine"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Relax,,Be prepared to sleep,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Relax.ai,"bergamot, eucalyptus, rosemary, and ginger"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Rose,,Balancing the core,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Rose.ai,rose
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Sage,,Sage is crafted to clear your energy,TRUE,See deeply and serenely into the Universe,TRUE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Sage.ai,"sage, lemon, fennel, rosemary, tea tree, spruce, cedar, and green oak moss"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Shine,,Be your own shine,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Shine.ai,"frankincense, myrrh, ylang-ylang"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Sweetgrass,,Bring in all the new clear energy,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Sweetgrass.ai,sweetgrass
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Tantra,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Tantra.ai,tantra blend
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Thieves,,,FALSE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Thieves.ai,"cinnamon, five fold lemon, clove, eucalyptus, and rosemary"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Transform,,Sweet and easy evolution,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Transform.ai,"violet, rose, and jasmine"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Violet,,Ease of communication,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Violet.ai,violet
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Traditional,Wild Love,,Accept the wild nature,TRUE,,FALSE,file:///C:/Users/wildw/WWMS/Product Data/Assets/Traditional/Wild Love.ai,"patchouli, ylang-ylang, aniseed"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,All The Orange,,,TRUE,,,,"mandarin, sweet orange, and five fold orange"
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Bergamot,,,TRUE,,,,bergamot
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Cedar,,,TRUE,,,,cedar
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Coconut,,,TRUE,,,,coconut
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Coffee,,,TRUE,,,,coffee
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Elder Rose,,,TRUE,,,,elder rose
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Eucalyptus,,,TRUE,,,,eucalyptus
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Frankincense,,,TRUE,,,,frankincense
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Frankincense and Myrrh,,,TRUE,,,,frankincense and myrrh
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Gardenia,,,TRUE,,,,gardenia
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Ginger blossom,,,TRUE,,,,ginger blossom
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Green Tea,,,TRUE,,,,green tea
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Hard Candy,,,TRUE,,,,hard candy
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Honey,,,TRUE,,,,honey
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Honeysuckle,,,TRUE,,,,honeysuckle
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Huckleberry,,,TRUE,,,,huckleberry
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Island Summer,,,TRUE,,,,island summer
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Japanese Cherry Blossom,,,TRUE,,,,japanese cherry blossom
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Jasmine,,,TRUE,,,,jasmine
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Lavender,,,TRUE,,,,lavender
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Lemon,,,TRUE,,,,lemon
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Lemon Blossom,,,TRUE,,,,lemon blossom
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Lemongrass,,,TRUE,,,,lemongrass
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Lily of the Valley,,,TRUE,,,,lily of the valley
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Lotus,,,TRUE,,,,lotus
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Magnolia,,,TRUE,,,,magnolia
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Manchurian Dragon,,,TRUE,,,,manchurian dragon
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Marbella,,,TRUE,,,,marbella
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Moonlight Walk,,,TRUE,,,,moonlight walk
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Moroccan Midnight,,,TRUE,,,,moroccan midnight
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Nag Champa,,,TRUE,,,,nag champa
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Neroli,,,TRUE,,,,neroli
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Ocean,,,TRUE,,,,ocean
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Patchouli,,,TRUE,,,,patchouli
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Peach,,,TRUE,,,,peach
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Peppermint,,,TRUE,,,,peppermint
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Plumeria,,,TRUE,,,,plumeria
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Pomegranate,,,TRUE,,,,pomegranate
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Red Currant and Thyme,,,TRUE,,,,red currant and thyme
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Rose,,,TRUE,,,,rose
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sage,,,TRUE,,,,sage
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sandalwood,,,TRUE,,,,sandalwood
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sweet Pea,,,TRUE,,,,sweet pea
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Sweetgrass,,,TRUE,,,,sweetgrass
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Vanilla,,,TRUE,,,,vanilla
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Violet,,,TRUE,,,,violet
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,White Tea and Ginger,,,TRUE,,,,white tea and ginger
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Wild Rose,,,TRUE,,,,wild rose
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Dragon's Blood,,,TRUE,,,,dragon's blood
Wild Woman Medicine Show,wwms,shaman infused aromatherapeutics,Vintage,Wintergreen,,,TRUE,,,,wintergreen
