Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mirror-life-balm,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_121312.jpg?v=1600054955,kg,,,
chaos-medicine-life-balm,CHAOS MEDICINE - Life Balm (Master Cleanse Collection),"<p><em><strong>Catch the Chaos Wave.  Flow freely and safely.  I release every box manifested around my existence.</strong></em></p>
<p><em></em>This level of Medicine is for those ready, willing and able to move forward and have come to a place of full acceptance and responsibility for their existence.</p>
<p>Experiencing this World of Manifesting is a challenge.  We jump in with the joy and freedom of Spirit, with Inspiration.</p>",Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,-2,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_121543.jpg?v=1600054829,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_121543.jpg?v=1600054829,kg,,,active
chaos-medicine-life-balm,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_121543.jpg?v=1600054829,kg,,,
hormonal-balance-life-butter,HORMONAL BALANCE - Life Butter (Master Cleanse Collection),"<p><em><strong>Hugs and hang in there.</strong></em></p>
<p><em></em>Crafted to relieve hormonal imbalances, stress, and pressure of our lives causing PMS, sleep disorders, morning weepiness, hot flashes and a myriad of other physical and emotional discomforts.</p>
<p>Apply this Life Butter to wrists, ankles and adrenals as often as you like.</p>
<p>Avocado oil, coconut oil, shea butter, with the purest essential oils of melissa, lemongrass, litsea cubeba, clary sage, lavender, myrtle and rosemary.</p>",Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,-2,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_122005.jpg?v=1600054590,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_122005.jpg?v=1600054590,kg,,,active
hormonal-balance-life-butter,,,,,,,,120 ml,,,,,,0,,-1,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_122005.jpg?v=1600054590,kg,,,
surrender-life-butter,SURRENDER - Life Butter,,Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,-1,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_122307.jpg?v=1600054406,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_122307.jpg?v=1600054406,kg,,,active
surrender-life-butter,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_122307.jpg?v=1600054406,kg,,,
lime-foot-butter,LIME - Foot Butter (Traditional Collection),"<p><em><strong>Lime removes dead skin rather well.</strong></em></p>
<p><em></em><em>Slather our foot butter all over your feet and let sit (for awhile or overnight).  Scrub gently with a pumice and the dead skin will release easily.</em></p>
<p><strong>Suffer from plantar faciitis:  </strong>Apply foot butter to the heal and then do a hot water foot bath for approximately 20 minutes.  Repeat for 3 days.</p>
<p> </p>",Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,0,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_132439.jpg?v=1600054173,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_132439.jpg?v=1600054173,kg,,,active
lime-foot-butter,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_132439.jpg?v=1600054173,kg,,,
mint-healing-balm,MINT - Healing Balm (Traditional Collection),"<p><em><strong>﻿Reduce and or eliminate swelling and pain to the hands and feet.</strong></em></p>
<p> </p>",Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,0,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_133611.jpg?v=1600053882,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_133611.jpg?v=1600053882,kg,,,active
mint-healing-balm,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_133611.jpg?v=1600053882,kg,,,
rose-life-butter,ROSE - Life Butter,Naturally healing,Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,0,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_134235.jpg?v=1600053750,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_134235.jpg?v=1600053750,kg,,,active
rose-life-butter,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_134235.jpg?v=1600053750,kg,,,
transform-body-butter,TRANSFORM - Body Butter,,Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,0,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_134808.jpg?v=1600053001,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_134808.jpg?v=1600053001,kg,,,active
transform-body-butter,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_134808.jpg?v=1600053001,kg,,,
dragons-blood-life-butter,DRAGON'S BLOOD - Life Butter (Traditional Collection),"<p><em><strong>Manifest with </strong></em><em><strong>Grace and Love.</strong></em></p>
<p><em>﻿</em>﻿﻿﻿Avocado oil, shea butter, coconut oil with the purest non-gmo, organic, therapeutic grade Dragon''s Blood essential oil blend.</p>",Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,-2,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_135152.jpg?v=1600052803,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_135152.jpg?v=1600052803,kg,,,active
dragons-blood-life-butter,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_135152.jpg?v=1600052803,kg,,,
hand-of-the-earth-healing-balm,HAND OF THE EARTH - Healing Mud Balm (Master Cleanse Collection),"<p><em><strong>﻿Heal the Sacrum.</strong></em></p>
<p><em>﻿</em>﻿The sacrum is the fulcrum of the physical body.  Babies are first held here and behind the neck.  We learn to feel safe and secure in this posture supported with a loved one's hand channeling love and energy directly into our physical body.</p>
<p>Many experience a disconnect at this point through abandonment, death of a parent, postpartum depression and many other traumas.  There is no changing the past.</p>
<p>We can choose to move forward and allow the Earth to heal us.  Apply to the Sacrum.  Feel the <em><strong>Hand of the Earth </strong></em>cupping your sacrum, gently rocking and soothing.  Be supported and healed.</p>
<p><em><strong>I am cared for deeply and lovingly.</strong></em></p>
<p>﻿﻿Organic avocado oil, diatomaceous earth, bentonite, non-gmo organic therapeutic grade essential oils for bergamot, aniseed, pink peppercorn, rosaline, ginger, palmarosa,  ho-wood and rose geranium</p>
<p> </p>
<p> </p>",Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,-1,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_135550.jpg?v=1600052654,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_135550.jpg?v=1600052654,kg,,,active
hand-of-the-earth-healing-balm,,,,,,,,120 ml,,,,,,0,,-1,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_135550.jpg?v=1600052654,kg,,,
physic-protection-healing-balm,PSYCHIC PROTECTION - Healing Balm,,Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,0,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_135813.jpg?v=1600052528,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_135813.jpg?v=1600052528,kg,,,active
physic-protection-healing-balm,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_135813.jpg?v=1600052528,kg,,,
thieves-life-butter,THIEVES - Life Butter,,Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,-1,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_140051.jpg?v=1600052239,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_140051.jpg?v=1600052239,kg,,,active
thieves-life-butter,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_140051.jpg?v=1600052239,kg,,,
shine-life-balm,SHINE - Life Balm,,Wild Woman Medicine Show,balm,,true,Size,60 ml,,,,,,0,,0,deny,manual,25,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_141630.jpg?v=1600051741,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_141630.jpg?v=1600051741,kg,,,active
shine-life-balm,,,,,,,,120 ml,,,,,,0,,0,deny,manual,45,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200913_141630.jpg?v=1600051741,kg,,,
white-tea-ginger-shaman-infused-fragrance-oil,White Tea & Ginger - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,shopify,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200523_113758.jpg?v=1590260945,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200523_113758.jpg?v=1590260945,kg,,,active
japanese-cherry-blossom-shaman-infused-fragrance-oil,Japanese Cherry Blossom - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,deny,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200523_113848.jpg?v=1590260768,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200523_113848.jpg?v=1590260768,kg,,,active
psychic-protection-shaman-infused-essential-oil-blend,Psychic Protection - Shaman Infused Essential Oil Blend,,Wild Woman Medicine Show,essential-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,38,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154915.jpg?v=1589763384,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154915.jpg?v=1589763384,kg,,,active
the-captains-singular-snoring-remedy-shaman-infused-essential-oil-blend-the-captains-collection,The Captain's Singular Snoring Remedy - Shaman Infused Essential Oil Blend  (The Captain's Collection),,Wild Woman Medicine Show,essential-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,38,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154750.jpg?v=1589763075,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154750.jpg?v=1589763075,kg,,,active
red-yeti-shaman-infused-essential-oil-blend-red-yeti-collection,Red Yeti - Shaman Infused Essential Oil Blend (Red Yeti Collection),,Wild Woman Medicine Show,essential-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,38,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_155015_69c26c33-a1e1-475a-b3d4-f1af98ddda4d.jpg?v=1589762840,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_155015_69c26c33-a1e1-475a-b3d4-f1af98ddda4d.jpg?v=1589762840,kg,,,active
sage-shaman-infused-essential-oil-blend-traditional-collection,Sage - Shaman Infused Essential Oil Blend (Traditional Collection),,Wild Woman Medicine Show,essential-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,40,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_155035.jpg?v=1589762568,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_155035.jpg?v=1589762568,kg,,,active
shine-shaman-infused-essential-oil-blend-traditional-collection,Shine - Shaman Infused Essential Oil Blend (Traditional Collection),,Wild Woman Medicine Show,essential-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,85,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_155047.jpg?v=1589762376,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_155047.jpg?v=1589762376,kg,,,active
detox-shaman-infused-essential-oil-blend-traditional-collection,Detox - Shaman Infused Essential Oil Blend (Traditional Collection),,Wild Woman Medicine Show,essential-oil,,false,Size,15 ml,,,,,,0,,0,continue,manual,30,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154807.jpg?v=1589762230,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154807.jpg?v=1589762230,kg,,,active
dreamtime-shaman-infused-essential-oil-blend-traditional-collection,Dreamtime - Shaman Infused Essential Oil Blend (Traditional Collection),,Wild Woman Medicine Show,essential-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,40,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154901_62cb8000-a2f6-40f0-b94d-dd21b25a27b7.jpg?v=1589762064,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154901_62cb8000-a2f6-40f0-b94d-dd21b25a27b7.jpg?v=1589762064,kg,,,active
blue-star-shaman-infused-essential-oil,Blue Star - Shaman Infused Essential Oil,,Wild Woman Medicine Show,essential-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,40,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154554.jpg?v=1589761876,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154554.jpg?v=1589761876,kg,,,active
bliss-shaman-infused-essential-oil-blend-traditional-collection,Bliss - Shaman Infused Essential Oil Blend (Traditional Collection),,Wild Woman Medicine Show,essential-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,40,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154536.jpg?v=1589761634,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_154536.jpg?v=1589761634,kg,,,active
winter-shaman-infused-fragrance-oil,Winter - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110424.jpg?v=1589754560,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110424.jpg?v=1589754560,kg,,,active
water-crystal-shaman-infused-fragrance-oil,Water Crystal - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110353.jpg?v=1589754439,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110353.jpg?v=1589754439,kg,,,active
vanilla-shaman-infused-fragrance-oil,Vanilla - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110326.jpg?v=1589754160,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110326.jpg?v=1589754160,kg,,,active
temptation-shaman-infused-fragrance-oil,Temptation - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110221.jpg?v=1589754001,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110221.jpg?v=1589754001,kg,,,active
sweetgrass-shaman-infused-fragrance-oil,Sweetgrass - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110207.jpg?v=1589753756,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110207.jpg?v=1589753756,kg,,,active
spring-magnolia-shaman-infused-fragrance-oil,Spring Magnolia - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110140.jpg?v=1589753608,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110140.jpg?v=1589753608,kg,,,active
sex-on-the-beach-shaman-infused-fragrance-oil,Sex On The Beach - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110112.jpg?v=1589753453,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_110112.jpg?v=1589753453,kg,,,active
remembering-shaman-infused-fragrance-oil,Remembering - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105916.jpg?v=1589752587,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105916.jpg?v=1589752587,kg,,,active
red-rose-shaman-infused-fragrance-oil,Red Rose - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105859.jpg?v=1589752246,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105859_da6416e4-df61-440a-8839-d56ddf57ecd4.jpg?v=1589752246,kg,,,active
red-rose-shaman-infused-fragrance-oil,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105859_da6416e4-df61-440a-8839-d56ddf57ecd4.jpg?v=1589752246,2,,,,,,,,,,,,,,,,,,,,,,
raspberry-shaman-infused-fragrance-oil,Raspberry - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,deny,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105946.jpg?v=1589751971,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105946.jpg?v=1589751971,kg,,,active
pumpkin-pie-shaman-infused-fragrance-oil,Pumpkin Pie - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105932.jpg?v=1589751594,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105932.jpg?v=1589751594,kg,,,active
peppermint-shaman-infused-fragrance-oil,Peppermint - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105828.jpg?v=1589751478,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105828.jpg?v=1589751478,kg,,,active
peaches-cream-shaman-infused-fragrance-oil,Peaches & Cream - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105642.jpg?v=1589751354,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105642.jpg?v=1589751354,kg,,,active
patchouli-shaman-infused-fragrance-oil,Patchouli - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105622.jpg?v=1589751231,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105622.jpg?v=1589751231,kg,,,active
patchouli-light-shaman-infused-essential-oil,Patchouli Light - Shaman Infused Essential Oil,,Wild Woman Medicine Show,essential-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,28,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_165543.jpg?v=1589751007,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200515_165543.jpg?v=1589751007,kg,,,active
opium-shaman-infused-fragrance-oil,Opium - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105708.jpg?v=1589750574,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105708.jpg?v=1589750574,kg,,,active
ocean-breeze-shaman-infused-fragrance-oil,Ocean Breeze - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105655.jpg?v=1589750473,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105655.jpg?v=1589750473,kg,,,active
nag-champa-shaman-infused-fragrance-oil,Nag Champa - Shaman Infused Fragrance Oil,,Wild Woman Medicine Show,fragrance-oil,,true,Size,15 ml,,,,,,0,,0,continue,manual,18,,true,true,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105553.jpg?v=1589750168,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1773/1117/products/20200516_105553.jpg?v=1589750168,kg,,,active
